X,Y
0,0.150860342062884
1,0.610577819134507
2,0.398929963293995
3,0.401564760861578
4,0.396428667080997
5,0.325624740328191
6,0.329119879958659
7,0.330898043834318
8,0.339581194438817
9,0.351726109335137
10,0.360418530867038
11,0.340586162969169
12,0.340632517606178
13,0.331172463285411
14,0.330351059117614
15,0.330399267940103
16,0.331313381381918
17,0.331357881833446
18,0.329677989788245
19,0.330586540673619
20,0.330631041125147
